FILE,PAGE,CLASS-1-v1.3,CATEGORY-v1.3,CLASS-1-v2.3,CATEGORY-v2.3,CLASS-1-v3.3,CATEGORY-v3.3,CLASS-1-v4.3,CATEGORY-v4.3,CLASS-1-v5.3,CATEGORY-v5.3
thesis,42,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,43,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,44,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,DRAW,DRAW,TEXT_P,TEXT_P
thesis,45,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,46,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
thesis,47,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
thesis,48,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,49,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,50,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,51,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,52,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,53,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
thesis,54,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,55,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,56,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,57,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,58,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,59,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,60,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,61,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,62,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,63,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,64,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,65,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,66,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,67,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,68,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,69,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,70,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,71,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,72,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,73,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,74,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,75,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P
thesis,76,TEXT_P,TEXT_P,DRAW,DRAW,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW
thesis,77,LINE_P,LINE_P,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,78,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P
thesis,79,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,80,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,81,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,82,TEXT,TEXT,DRAW_L,DRAW_L,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
thesis,83,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,84,PHOTO,PHOTO,DRAW_L,DRAW_L,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
thesis,85,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,86,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,DRAW_L,DRAW_L,DRAW,DRAW
thesis,87,DRAW,DRAW,DRAW,DRAW,TEXT,TEXT,DRAW,DRAW,TEXT,TEXT
thesis,88,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,89,LINE_P,LINE_P,DRAW,DRAW,LINE_P,LINE_P,LINE_P,LINE_P,DRAW,DRAW
thesis,90,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
thesis,91,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,92,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,DRAW,DRAW
thesis,93,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
thesis,94,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,95,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW
thesis,96,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,97,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
thesis,98,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,99,LINE_P,LINE_P,DRAW_L,DRAW_L,LINE_HW,LINE_HW,LINE_P,LINE_P,LINE_HW,LINE_HW
thesis,100,LINE_P,LINE_P,LINE_P,LINE_P,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW
thesis,101,LINE_P,LINE_P,DRAW_L,DRAW_L,DRAW_L,DRAW_L,LINE_P,LINE_P,DRAW,DRAW
thesis,102,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
thesis,103,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
thesis,104,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO_L,PHOTO_L
thesis,105,TEXT,TEXT,TEXT,TEXT,DRAW,DRAW,TEXT,TEXT,TEXT,TEXT
thesis,106,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW
thesis,107,LINE_P,LINE_P,DRAW,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,DRAW,DRAW
thesis,108,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P
thesis,109,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,110,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,111,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,112,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P
thesis,113,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P
thesis,114,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P
thesis,115,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
thesis,116,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
thesis,117,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
thesis,118,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,119,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,120,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,121,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,122,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
thesis,123,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
thesis,124,PHOTO,PHOTO,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,125,PHOTO,PHOTO,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
thesis,126,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
ticket,1,PHOTO_L,PHOTO_L,DRAW_L,DRAW_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,,
ticket,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,,
